nome_empresa,setor,uf_sede,regiao_sede,faturamento_anual,lucro_liquido,potencial_investimento,score_empresa,site,descricao
Rodoil,Outros,N/D,Nacional,84026667,8402667,341358,0.7126,,LIE: R$0.3M | Rouanet: R$0.7M | Total historico 2022-2025: R$1.1M
Doctor Clin,Outros,N/D,Nacional,90240000,9024000,366600,0.7126,,LIE: R$0.3M | Rouanet: R$0.8M | Total historico 2022-2025: R$1.1M
Viposa,Outros,N/D,Nacional,67680000,6768000,274950,0.7125,,LIE: R$0.5M | Rouanet: R$0.4M | Total historico 2022-2025: R$0.8M
Sonepar,Outros,N/D,Nacional,89096333,8909633,361954,0.7124,,LIE: R$0.3M | Rouanet: R$0.8M | Total historico 2022-2025: R$1.1M
Usimetal,Outros,N/D,Nacional,85412046,8541205,346986,0.7124,,LIE: R$0.3M | Rouanet: R$0.8M | Total historico 2022-2025: R$1.1M
Frisokar,Outros,N/D,Nacional,90760000,9076000,368712,0.7123,,LIE: R$0.3M | Rouanet: R$0.9M | Total historico 2022-2025: R$1.1M
Windsor Hoteis,Outros,N/D,Nacional,74000000,7400000,300625,0.7123,,LIE: R$0.4M | Rouanet: R$0.5M | Total historico 2022-2025: R$0.9M
Planti Center,Outros,N/D,Nacional,88800000,8880000,360750,0.7122,,LIE: R$0.3M | Rouanet: R$0.8M | Total historico 2022-2025: R$1.1M
Lga - Mineracao E Siderurgia,Mineração e Siderurgia,N/D,Nacional,109600000,10960000,445250,0.7121,,LIE: R$0.2M | Rouanet: R$1.2M | Total historico 2022-2025: R$1.4M
Charrua,Outros,N/D,Nacional,70320000,7032000,285675,0.7121,,LIE: R$0.4M | Rouanet: R$0.4M | Total historico 2022-2025: R$0.9M
Hospital Albert Einstein,Outros,N/D,Nacional,81788618,8178862,332266,0.712,,LIE: R$0.3M | Rouanet: R$0.7M | Total historico 2022-2025: R$1.0M
Epson Do Brasil,Outros,N/D,Nacional,93791770,9379177,381029,0.7119,,LIE: R$0.3M | Rouanet: R$0.9M | Total historico 2022-2025: R$1.2M
Alibra,Outros,N/D,Nacional,80064000,8006400,325260,0.7118,,LIE: R$0.3M | Rouanet: R$0.7M | Total historico 2022-2025: R$1.0M
Next Tecnologia,Outros,N/D,Nacional,95760000,9576000,389025,0.7118,,LIE: R$0.2M | Rouanet: R$0.9M | Total historico 2022-2025: R$1.2M
Terminal Sarzedo,Outros,N/D,Nacional,118960000,11896000,483275,0.7118,,LIE: R$0.2M | Rouanet: R$1.3M | Total historico 2022-2025: R$1.5M
Invillia,Outros,N/D,Nacional,81760000,8176000,332150,0.7117,,LIE: R$0.3M | Rouanet: R$0.7M | Total historico 2022-2025: R$1.0M
Guide Investimentos S.A. Corretora De Valores,Telecomunicações,N/D,Nacional,61144000,6114400,248398,0.7113,,LIE: R$0.5M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.8M
Bahia Asset,Outros,N/D,Nacional,78560000,7856000,319150,0.7112,,LIE: R$0.3M | Rouanet: R$0.6M | Total historico 2022-2025: R$1.0M
Ciber Equipamentos,Outros,N/D,Nacional,80736000,8073600,327990,0.711,,LIE: R$0.3M | Rouanet: R$0.7M | Total historico 2022-2025: R$1.0M
Banco Luso Brasileiro,Financeiro,N/D,Nacional,84799998,8480000,344500,0.711,,LIE: R$0.3M | Rouanet: R$0.8M | Total historico 2022-2025: R$1.1M
Facta Financeira,Financeiro,N/D,Nacional,313903543,31390354,1275233,0.711,,LIE: R$0.0M | Rouanet: R$3.9M | Total historico 2022-2025: R$3.9M
Construtora Barbosa Mello,Outros,N/D,Nacional,84080000,8408000,341575,0.711,,LIE: R$0.3M | Rouanet: R$0.8M | Total historico 2022-2025: R$1.1M
Gsk - Glaxosmithkline,Outros,N/D,Nacional,138590970,13859097,563026,0.7109,,LIE: R$0.1M | Rouanet: R$1.6M | Total historico 2022-2025: R$1.7M
Semp Toshiba,Outros,N/D,Nacional,94349886,9434989,383296,0.7108,,LIE: R$0.2M | Rouanet: R$0.9M | Total historico 2022-2025: R$1.2M
Rede Master,Outros,N/D,Nacional,80080000,8008000,325325,0.7108,,LIE: R$0.3M | Rouanet: R$0.7M | Total historico 2022-2025: R$1.0M
Voith,Outros,N/D,Nacional,105200000,10520000,427375,0.7106,,LIE: R$0.2M | Rouanet: R$1.1M | Total historico 2022-2025: R$1.3M
Ebanx,Outros,N/D,Nacional,111840574,11184057,454352,0.7101,,LIE: R$0.2M | Rouanet: R$1.2M | Total historico 2022-2025: R$1.4M
Agroquima Produtos,Outros,N/D,Nacional,72887400,7288740,296105,0.7101,,LIE: R$0.4M | Rouanet: R$0.6M | Total historico 2022-2025: R$0.9M
Zmax Group,Outros,N/D,Nacional,76653951,7665395,311407,0.71,,LIE: R$0.3M | Rouanet: R$0.6M | Total historico 2022-2025: R$1.0M
Bozel Mineracao,Mineração e Siderurgia,N/D,Nacional,61195200,6119520,248606,0.7099,,LIE: R$0.5M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.8M
Perfect Automotive,Outros,N/D,Nacional,81280000,8128000,330200,0.7099,,LIE: R$0.3M | Rouanet: R$0.7M | Total historico 2022-2025: R$1.0M
Rota Da Bandeira,Outros,N/D,Nacional,79570859,7957086,323257,0.7098,,LIE: R$0.3M | Rouanet: R$0.7M | Total historico 2022-2025: R$1.0M
Deutsche Bank,Outros,N/D,Nacional,82000000,8200000,333125,0.7098,,LIE: R$0.3M | Rouanet: R$0.7M | Total historico 2022-2025: R$1.0M
Grupo Tgm,Outros,N/D,Nacional,80715711,8071571,327908,0.7098,,LIE: R$0.3M | Rouanet: R$0.7M | Total historico 2022-2025: R$1.0M
Alliance One Brasil Exportadora De Tabacos,Outros,N/D,Nacional,93224960,9322496,378726,0.7097,,LIE: R$0.2M | Rouanet: R$0.9M | Total historico 2022-2025: R$1.2M
Metasul,Outros,N/D,Nacional,83710350,8371035,340073,0.7097,,LIE: R$0.3M | Rouanet: R$0.8M | Total historico 2022-2025: R$1.0M
Trbr - Tokai Rika Brasil,Outros,N/D,Nacional,92296000,9229600,374952,0.7096,,LIE: R$0.2M | Rouanet: R$0.9M | Total historico 2022-2025: R$1.2M
Cinpal,Outros,N/D,Nacional,73462685,7346268,298442,0.7096,,LIE: R$0.3M | Rouanet: R$0.6M | Total historico 2022-2025: R$0.9M
Ciser,Outros,N/D,Nacional,75792000,7579200,307905,0.7096,,LIE: R$0.3M | Rouanet: R$0.6M | Total historico 2022-2025: R$0.9M
Sertrading,Outros,N/D,Nacional,74400000,7440000,302250,0.7095,,LIE: R$0.3M | Rouanet: R$0.6M | Total historico 2022-2025: R$0.9M
Icc,Outros,N/D,Nacional,78953346,7895335,320748,0.7094,,LIE: R$0.3M | Rouanet: R$0.7M | Total historico 2022-2025: R$1.0M
Grupo Sao Geraldo,Outros,N/D,Nacional,76779716,7677972,311918,0.7093,,LIE: R$0.3M | Rouanet: R$0.7M | Total historico 2022-2025: R$1.0M
Arbaza,Outros,N/D,Nacional,62000000,6200000,251875,0.7093,,LIE: R$0.4M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.8M
3 Tentos Agroindustrial,Outros,N/D,Nacional,88000000,8800000,357500,0.7091,,LIE: R$0.2M | Rouanet: R$0.9M | Total historico 2022-2025: R$1.1M
Universidade Positivo,Outros,N/D,Nacional,75280000,7528000,305825,0.709,,LIE: R$0.3M | Rouanet: R$0.6M | Total historico 2022-2025: R$0.9M
Strawplast,Outros,N/D,Nacional,68000000,6800000,276250,0.7089,,LIE: R$0.4M | Rouanet: R$0.5M | Total historico 2022-2025: R$0.8M
Grupo Gr,Outros,N/D,Nacional,76800000,7680000,312000,0.7088,,LIE: R$0.3M | Rouanet: R$0.7M | Total historico 2022-2025: R$1.0M
Grupo Negresco,Outros,N/D,Nacional,71200000,7120000,289250,0.7088,,LIE: R$0.3M | Rouanet: R$0.6M | Total historico 2022-2025: R$0.9M
Estrelabet,Outros,N/D,Nacional,76000000,7600000,308750,0.7086,,LIE: R$0.3M | Rouanet: R$0.7M | Total historico 2022-2025: R$0.9M
Iplf Holding,Outros,N/D,Nacional,68864000,6886400,279760,0.7085,,LIE: R$0.4M | Rouanet: R$0.5M | Total historico 2022-2025: R$0.9M
Grupo Lorentzen,Outros,N/D,Nacional,79936000,7993600,324740,0.7085,,LIE: R$0.3M | Rouanet: R$0.7M | Total historico 2022-2025: R$1.0M
Ambiental Participacoes,Outros,N/D,Nacional,78798000,7879800,320117,0.7084,,LIE: R$0.3M | Rouanet: R$0.7M | Total historico 2022-2025: R$1.0M
Loja Eletrica,Outros,N/D,Nacional,127603922,12760392,518391,0.7083,,LIE: R$0.1M | Rouanet: R$1.5M | Total historico 2022-2025: R$1.6M
Madem,Outros,N/D,Nacional,79790586,7979059,324149,0.7083,,LIE: R$0.3M | Rouanet: R$0.7M | Total historico 2022-2025: R$1.0M
Grupo Rosset,Outros,N/D,Nacional,114496101,11449610,465140,0.7082,,LIE: R$0.1M | Rouanet: R$1.3M | Total historico 2022-2025: R$1.4M
Asia Shipping,Outros,N/D,Nacional,115200000,11520000,468000,0.708,,LIE: R$0.1M | Rouanet: R$1.3M | Total historico 2022-2025: R$1.4M
Adimax,Outros,N/D,Nacional,66280000,6628000,269262,0.7078,,LIE: R$0.4M | Rouanet: R$0.5M | Total historico 2022-2025: R$0.8M
Granja Faria S.A.,Outros,N/D,Nacional,72960000,7296000,296400,0.7077,,LIE: R$0.3M | Rouanet: R$0.6M | Total historico 2022-2025: R$0.9M
Costa Teixeira Logistics,Logística,N/D,Nacional,70259071,7025907,285427,0.7077,,LIE: R$0.3M | Rouanet: R$0.6M | Total historico 2022-2025: R$0.9M
Metalurgica Fey,Outros,N/D,Nacional,80560000,8056000,327275,0.7077,,LIE: R$0.3M | Rouanet: R$0.8M | Total historico 2022-2025: R$1.0M
Grupo Bomix,Outros,N/D,Nacional,51037721,5103772,207341,0.7076,,LIE: R$0.6M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.6M
