processo,proponente,nome_projeto,sli,manifestacao,modalidade_esportiva,cnpj,municipio,uf,regiao,valor_aprovado,valor_captado,saldo_disponivel,percentual_captado,data_publicacao,data_inicio_captacao,data_fim_captacao,ano_aprovacao,status,score_prioridade,is_real
71000.036236/2024-16,ADESP - Associacao Desportiva Santa Helena de Futsal,Futsal Santa Helena - PR,2401071,Rendimento,Futsal,44.273.835/0001-90,Santa Helena,PR,Sul,390116.45,0.0,390116.45,0.0,2024-07-12,2024-07-12,2026-07-08,2024,Captando,1.0,True
71000.036246/2024-43,Associacao Comunitária dos Moradores dos Bairros Acácias e São Dimas,Atleta do Futuro,2401076,Rendimento,Futsal,20.277.701/0001-80,Caetanópolis,MG,Sudeste,258027.0,0.0,258027.0,0.0,2024-11-06,2024-11-06,2026-07-08,2024,Captando,1.0,True
71000.035648/2024-21,Associação de Futebol Americano do Litoral,Almirantes Esports 2025,2401056,Rendimento,Outros,32.462.842/0001-51,Itajaí,SC,Sul,69000.0,0.0,69000.0,0.0,2024-07-17,2024-07-17,2026-07-08,2024,Captando,1.0,True
71000.036245/2024-07,International Police Association Brasil Section Regional do Estado de Minas Gerais IPA Brasil/MG,Formação de Atletas do Fogo,2401075,Rendimento,Atletismo/Natação/Outros,31.373.177/0001-67,Belo Horizonte,MG,Sudeste,486575.55,0.0,486575.55,0.0,2024-07-19,2024-07-19,2026-07-08,2024,Captando,1.0,True
71000.036229/2024-14,UNIPA - Uniao Independente de Pais e Atletas,Foz Cataratas Futsal - Um time realizando sonhos,2401069,Rendimento,Futsal,11.840.357/0001-02,Foz do Iguaçu,PR,Sul,477316.1,0.0,477316.1,0.0,2024-07-19,2024-07-19,2026-07-08,2024,Captando,1.0,True
71000.034734/2024-16,Associação Atlética Acadêmica Manoel de Abreu,AAAMA - Incentivo ao Esporte Universitário da Medicina Santa Casa II,2400986,Rendimento,Atletismo/Baseball/Basquete/Futebol/Handebol Indoor/Judô/Tênis/Tênis de Mesa/Vôlei de quadra/Natação/Xadrez_x000D_,10.390.830/0001-26,São Paulo,SP,Sudeste,205572.9,0.0,205572.9,0.0,2024-07-17,2024-07-17,2026-07-08,2024,Captando,1.0,True
71000.036488/2024-37,Associação do Clube de Atletismo Rio do Sul,Quebrando Recordes Atletismo Rio do Sul,2401084,Rendimento,Atletismo,07.286.694/0001-14,Rio do Sul,SC,Sul,128519.4,0.0,128519.4,0.0,2024-07-24,2024-07-24,2026-07-08,2024,Captando,1.0,True
71000.035636/2024-04,Instituto ASR - Alfenas Siqueira Racing,Kart ASR – Novos Talentos IX,2401051,Rendimento,Kart,18.841.533/0001-61,Cascavel,PR,Sul,376580.4,0.0,376580.4,0.0,2024-07-19,2024-07-19,2026-07-08,2024,Captando,1.0,True
71000.037504/2024-17,Instituto Barueri Paraolímpico,Bocha Paralímpica Barueri ano III,2401107,Rendimento,Outros,10.503.748/0001-60,Barueri,SP,Sudeste,310514.4,0.0,310514.4,0.0,2024-07-19,2024-07-19,2026-07-08,2024,Captando,1.0,True
71000.034789/2024-26,Instituto Décio Mertz,Equipe Jocopar Maringá,2401013,Rendimento,Outros/Futebol 7 Society/Beach Tênis_x000D_,23.275.671/0001-60,Cascavel,PR,Sul,98584.5,0.0,98584.5,0.0,2024-07-19,2024-07-19,2026-07-08,2024,Captando,1.0,True
71000.019246/2024-89,Associação de Pais e Atletas da Natação e Diversos de Itumbiara,Itumbiara no Pódio,2400678,Rendimento,Natação/Futsa/Xadrez,36.561.185/0001-50,Itumbiara,GO,Centro-Oeste,387370.0,0.0,387370.0,0.0,2024-07-24,2024-07-24,2026-07-08,2024,Captando,1.0,True
71000.037512/2024-55,"Associacao de Mobilidade Urbana, Lazer, Esporte e Cultura Catarinense - AMULECC",Centro de formação de atletas de vôlei de praia AMULECC - Ano 2,2401115,Rendimento,Vôlei de praia,13.002.814/0001-07,Porto Belo,SC,Sul,233612.6,0.0,233612.6,0.0,2024-07-17,2024-07-17,2026-07-08,2024,Captando,1.0,True
71000.034691/2024-79,Associacao Esportiva do Jardim Pinheiros,Grêmio Recreativo Jardim Pinheiros – Futebol para todos,2400965,Participação,Futebol,29.011.914/0001-30,Valinhos,SP,Sudeste,206660.0,0.0,206660.0,0.0,2024-07-24,2024-07-24,2026-07-08,2024,Captando,0.955,True
71000.042681/2024-15,Liga Urussanguense de Desportos,Corrida CDL Içara,2401820,Participação,Outros,83.706.184/0001-37,Urussanga,SC,Sul,250130.33,0.0,250130.33,0.0,2024-07-24,2024-07-24,2026-07-08,2024,Captando,0.955,True
71000.036959/2024-15,Associacao Caldasnovense de Atletismo - ACAT,Corrrida Kids das águas quentes,2401095,Participação,Outros,08.548.393/0001-84,Caldas Novas,GO,Centro-Oeste,153257.5,0.0,153257.5,0.0,2024-08-16,2024-08-16,2026-07-08,2024,Captando,0.955,True
71000.034758/2024-75,Associacao Team Everaldo Karatê de Içara,Karatê e Cidadania - Educando Através do Esporte,2401000,Participação,Kata/Kumite,07.340.895/0001-52,Içara,SC,Sul,418000.72,0.0,418000.72,0.0,2024-07-24,2024-07-24,2026-07-08,2024,Captando,0.955,True
71000.034783/2024-59,Instituto Geração 4,Gerando Campeões da Vida II,2401009,Participação,Futebol 7 Society,14.390.824/0001-20,Recife,PE,Nordeste,407828.1,0.0,407828.1,0.0,2024-07-12,2024-07-12,2026-07-08,2024,Captando,0.955,True
71000.048640/2024-24,Associacao Esportiva Fênix,FÊNIX,2402556,Rendimento,Futsal,48.558.783/0001-50,Mato Castelhano,RS,Sul,339095.4,0.0,339095.4,0.0,2024-11-06,2024-11-06,2026-09-09,2024,Captando,0.94,True
71000.050973/2024-13,Confederação Brasileira de Desportos no Gelo,Curling Time Misto II,2402738,Rendimento,Curling,01.195.713/0001-10,São Paulo,SP,Sudeste,206797.5,0.0,206797.5,0.0,2024-10-02,2024-10-02,2026-09-09,2024,Captando,0.94,True
71000.039988/2024-21,Confederação Brasileira de Esgrima,Serviços Técnicos para o Campeonato Pan-americano Adulto de Esgrima - 2025,2401276,Rendimento,Esgrima,42.178.699/0001-24,Rio de Janeiro,RJ,Sudeste,122101.04,0.0,122101.04,0.0,2024-08-21,2024-08-21,2026-08-12,2024,Captando,0.94,True
71000.039700/2024-18,Instituto Esperança do Amanhã,Copa Brasil de Tênis- Ano 2,2401233,Rendimento,Tênis,14.408.235/0001-21,São Paulo,SP,Sudeste,155235.6,0.0,155235.6,0.0,2024-08-21,2024-08-21,2026-08-12,2024,Captando,0.94,True
71000.047048/2024-13,International Police Association Brasil Section Regional do Estado de Minas Gerais IPA Brasil/MG,Projeto Visão de Águia,2402437,Rendimento,Paraciclismo/Paratriathlon,31.373.177/0001-67,Belo Horizonte,MG,Sudeste,286154.8,0.0,286154.8,0.0,2024-09-27,2024-09-27,2026-08-12,2024,Captando,0.94,True
71000.038733/2024-41,Associacao Brasileira de Desporto para Deficientes Físicos,Além das Fronteiras: nova jornada sul-americana do futebol para amputados,2401155,Rendimento,Outros,39.174.024/0001-00,Fortaleza,CE,Nordeste,236149.03,0.0,236149.03,0.0,2024-08-21,2024-08-21,2026-08-12,2024,Captando,0.94,True
71000.036966/2024-17,ASEPEL - Associação de Ensino e Pesquisa em Esporte e Lazer,JF Futebol,2401099,Rendimento,Futebol,23.179.643/0001-40,Juiz de Fora,MG,Sudeste,937453.37,0.0,937453.37,0.0,2024-07-26,2024-07-26,2026-07-08,2024,Captando,0.94,True
71000.038163/2024-99,Atletico Sporting Gravatai,ASG Profissional,2401121,Rendimento,Futsal,50.433.500/0001-95,Gravataí,RS,Sul,542609.03,0.0,542609.03,0.0,2024-07-24,2024-07-24,2026-07-08,2024,Captando,0.94,True
71000.034728/2024-69,ASEPEL - Associação de Ensino e Pesquisa em Esporte e Lazer,Juiz de Fora Vôlei - Ano III,2400981,Rendimento,Vôlei de quadra,23.179.643/0001-40,Juiz de Fora,MG,Sudeste,621600.0,0.0,621600.0,0.0,2024-07-26,2024-07-26,2026-07-08,2024,Captando,0.94,True
71000.041857/2024-11,ABF - Associacao Beltraozinho Futsal,Beltrãozinho Futsal,2401556,Rendimento,Futsal,25.454.263/0001-00,Francisco Beltrão,PR,Sul,253628.0,0.0,253628.0,0.0,2024-08-28,2024-08-28,2026-08-12,2024,Captando,0.94,True
71000.050644/2024-72,Associacao de Voleibol de Pato Branco,Pato Vôlei Liga C,2402694,Rendimento,Vôlei de quadra,19.810.579/0001-86,Pato Branco,PR,Sul,137563.0,0.0,137563.0,0.0,2024-09-20,2024-09-20,2026-09-09,2024,Captando,0.94,True
71000.047061/2024-64,Esporte Clube Nova Lavras,Atividades regulares e profissionais do Esporte Clube Nova Lavras,2402447,Rendimento,Futebol,07.845.727/0001-19,Lavras,MG,Sudeste,453865.73,0.0,453865.73,0.0,2024-09-04,2024-09-04,2026-08-12,2024,Captando,0.94,True
71000.038726/2024-49,Federação Capixaba de Atletismo,Desafio de Velocidade Ano IV,2401150,Rendimento,Atletismo,07.860.120/0001-08,Vitória,ES,Sudeste,186435.6,0.0,186435.6,0.0,2024-09-04,2024-09-04,2026-08-12,2024,Captando,0.94,True
71000.036973/2024-19,Associacao Brasil das Pistas de Competição (ABPC) - ASES do GRID,Acelerando nas Pistas Brasileiras,2401104,Rendimento,Outros,11.505.547/0001-65,Porto Alegre,RS,Sul,704408.0,0.0,704408.0,0.0,2024-07-12,2024-07-12,2026-07-08,2024,Captando,0.94,True
71000.041299/2024-86,Copa União de Clubes,Copa União de Clubes - Ano VIII,2401457,Rendimento,Futebol,10.373.540/0001-74,Caxias do Sul,RS,Sul,341215.0,0.0,341215.0,0.0,2024-08-28,2024-08-28,2026-08-12,2024,Captando,0.94,True
71000.047318/2024-88,Confederação Brasileira de Esgrima,Infraestrutura para o Campeonato Mundial Cadete e Juvenil 2026,2402461,Rendimento,Esgrima,42.178.699/0001-24,Rio de Janeiro,RJ,Sudeste,446335.53,0.0,446335.53,0.0,2024-09-13,2024-09-13,2026-09-09,2024,Captando,0.94,True
71000.038456/2024-76,Confederação Brasileira de Voo Livre,Brasil na Super Final do Paragliding World Cup 2024,2401140,Rendimento,Outros,29.455.789/0001-57,Rio de Janeiro,RJ,Sudeste,117854.64,0.0,117854.64,0.0,2024-08-28,2024-08-28,2026-08-12,2024,Captando,0.94,True
71000.045192/2024-15,Associacao Desportiva Internacional de Minas,Inter Jogando e Crescendo,2402262,Rendimento,Futebol/Futsal_x000D_,21.592.315/0001-45,Itaúna,MG,Sudeste,455354.81,0.0,455354.81,0.0,2024-08-23,2024-08-23,2026-08-12,2024,Captando,0.94,True
71000.047692/2024-83,Instituto Time M,Equipe Paraolimpica – Ano 3,2402482,Rendimento,Paraciclismo,22.415.807/0001-28,Leme,SP,Sudeste,408417.77,0.0,408417.77,0.0,2024-09-20,2024-09-20,2026-09-09,2024,Captando,0.94,True
71000.049442/2024-88,União Jovem do Rincão,UJR Equipes de Rendimento – Ano 13,2402621,Rendimento,Futsal,90.834.029/0001-61,Patos de Minas,MG,Sudeste,224497.9,0.0,224497.9,0.0,2024-09-18,2024-09-18,2026-09-09,2024,Captando,0.94,True
71000.051830/2024-29,Instituto RG-Tenis - IRG-Tenis,Projeto IRG formando novos talentos,2402785,Rendimento,Tênis,31.941.569/0001-85,Florianópolis,SC,Sul,384233.13,0.0,384233.13,0.0,2024-09-13,2024-09-13,2026-09-09,2024,Captando,0.94,True
71000.040449/2024-34,Associacao Duovizinhense de Volei de Praia,Volei de Praia dois Vizinhos - Esporte de Excelência,2401319,Rendimento,Vôlei de praia,27.847.676/0001-71,Dois Vizinhos,PR,Sul,231152.0,0.0,231152.0,0.0,2024-08-28,2024-08-28,2026-08-12,2024,Captando,0.94,True
71000.051294/2024-61,ATRIL Associacao Triatletica Londrinense,Paraná no Mundial de Triathlon e Multiesporte,2402755,Rendimento,Thiathlon,05.373.060/0001-73,Londrina,PR,Sul,92097.26,0.0,92097.26,0.0,2024-09-25,2024-09-25,2026-09-09,2024,Captando,0.94,True
71000.019236/2024-43,Equoterapia Daoud,Trotes da Vida,2400670,Educacional,Outros,08.338.633/0001-16,Limeira,SP,Sudeste,455899.4,0.0,455899.4,0.0,2024-09-06,2024-09-06,2026-07-08,2024,Captando,0.925,True
71000.036967/2024-53,Instituto Brasileiro de Desenvolvimento do Esporte,Judô na Escola INBRADE,2401100,Educacional,Judô,44.854.736/0001-00,Campinas,SP,Sudeste,374548.24,0.0,374548.24,0.0,2024-07-17,2024-07-17,2026-07-08,2024,Captando,0.925,True
71000.036222/2024-94,Instituto Farol na Quebrada,Esporte na Quebrada,2401064,Educacional,Boxe/Outros/Muay Thai,50.262.710/0001-68,Brasília,DF,Centro-Oeste,259425.2,0.0,259425.2,0.0,2024-09-27,2024-09-27,2026-07-08,2024,Captando,0.925,True
71000.034752/2024-06,Associação Voa Morro da Fumaça,Voa Volei Morro da Fumaça,2400996,Educacional,Vôlei de quadra,50.617.852/0001-09,Morro da Fumaça,SC,Sul,146974.0,0.0,146974.0,0.0,2024-09-27,2024-09-27,2026-07-08,2024,Captando,0.925,True
71000.036498/2024-72,Associacao Paranaense de Lutas,No Ring da Vida,2401088,Educacional,Outros/Jiu Jitsu/Kickboxing/Muay Thai_x000D_,05.420.446/0001-99,Curitiba,PR,Sul,225215.05,0.0,225215.05,0.0,2024-08-16,2024-08-16,2026-07-08,2024,Captando,0.925,True
71000.035364/2024-34,ASCOBAR - Associação Comunitária dos Bairros da Raia,Projeto Social ASCOBAR,2401035,Educacional,Futebol,66.838.541/0001-00,Pirassununga,SP,Sudeste,296670.66,0.0,296670.66,0.0,2024-07-19,2024-07-19,2026-07-08,2024,Captando,0.925,True
71000.035362/2024-45,Associacao Projeto Acolher Inclusão e Cidadania,Acrobatas do Acolher - PPG,2401034,Educacional,Ginástica Artística,28.425.454/0001-23,Rio de Janeiro,RJ,Sudeste,449441.16,0.0,449441.16,0.0,2024-07-26,2024-07-26,2026-07-08,2024,Captando,0.925,True
71000.036479/2024-46,Associação do Clube de Atletismo Rio do Sul,Revela talento escola com pé na pista,2401083,Educacional,Atletismo,07.286.694/0001-14,Rio do Sul,SC,Sul,329092.11,0.0,329092.11,0.0,2024-07-24,2024-07-24,2026-07-08,2024,Captando,0.925,True
71000.036242/2024-65,Associacao Cultural e Desportiva de Maringá,Seleto Social,2401074,Educacional,Futsal,01.613.610/0001-23,Maringá,PR,Sul,207642.0,0.0,207642.0,0.0,2024-07-19,2024-07-19,2026-07-08,2024,Captando,0.925,True
71000.038175/2024-13,Associação Dojo Samurais,Manutenção Anual do Projeto SuperAÇÃO - Ano II,2401130,Educacional,Judô,27.729.192/0001-28,Maceió,AL,Nordeste,300000.0,0.0,300000.0,0.0,2024-07-12,2024-07-12,2026-07-08,2024,Captando,0.925,True
71000.034776/2024-57,Associação Ocelots de Futebol Americano,Ocelots Social,2401005,Educacional,Outros,24.189.163/0001-22,Jundiaí,SP,Sudeste,326090.6,0.0,326090.6,0.0,2024-07-12,2024-07-12,2026-07-08,2024,Captando,0.925,True
71000.034725/2024-25,Instituto Votorantim Esportes,Frutos do Basquete,2400980,Educacional,Basquete,40.933.585/0001-17,Votorantim,SP,Sudeste,234123.23,0.0,234123.23,0.0,2024-07-17,2024-07-17,2026-07-08,2024,Captando,0.925,True
71000.034722/2024-91,Instituto Novo Sertão,Projeto FutSertão 3,2400977,Educacional,Futsal/Futebol 7 Society,22.985.281/0001-11,Betânia do Piauí,PI,Nordeste,471645.71,0.0,471645.71,0.0,2024-07-24,2024-07-24,2026-07-08,2024,Captando,0.925,True
71000.038184/2024-12,Associacao de Pais e Amigos dos Excepcionais,Apae de Encantado está no jogo,2401135,Educacional,Tênis,88.049.416/0001-45,Encantado,RS,Sul,156626.52,0.0,156626.52,0.0,2024-07-17,2024-07-17,2026-07-08,2024,Captando,0.925,True
71000.034724/2024-81,Município de Vargeao,Escolinha de Futsal - Ano 01,2400979,Educacional,Futsal,83.009.928/0001-64,Vargeão,SC,Sul,124864.87,0.0,124864.87,0.0,2024-07-24,2024-07-24,2026-07-08,2024,Captando,0.925,True
71000.050373/2024-55,Associação de Surf Cibratel,Garotas nas Ondas,2402690,Participação,Outros,44.172.734/0001-23,Itanhaém,SP,Sudeste,472771.88,0.0,472771.88,0.0,2024-11-14,2024-11-14,2026-09-09,2024,Captando,0.895,True
71000.035365/2024-89,Associação Atlética Balsas Futsal,Balsas Futsal: O Futsal do Nordeste,2401036,Participação,Futsal,17.005.274/0001-76,Balsas,MA,Nordeste,917395.64,0.0,917395.64,0.0,2024-07-12,2024-07-12,2026-07-08,2024,Captando,0.895,True
71000.036975/2024-08,Mundo Verde Proteção Ambiental,Circuito Mundo Verde de Corrida de rua,2401105,Participação,Outros,04.206.083/0001-20,São Bernardo do Campo,SP,Sudeste,784395.0,0.0,784395.0,0.0,2024-07-17,2024-07-17,2026-07-08,2024,Captando,0.895,True
71000.048635/2024-11,Valkirias Instituto Paralimpico,Copa Norte de Basquete em Cadeira de Rodas,2402551,Participação,Basquete em cadeiras de rodas,49.035.608/0001-40,Patos de Minas,MG,Sudeste,381009.16,0.0,381009.16,0.0,2024-09-18,2024-09-18,2026-09-09,2024,Captando,0.895,True
71000.051305/2024-11,Associacao Esportiva e Cultural Instituto Phoenix,Projeto Atlestismo Master,2402761,Participação,Atletismo,27.146.063/0001-07,Joaçaba,SC,Sul,186185.9,0.0,186185.9,0.0,2024-09-18,2024-09-18,2026-09-09,2024,Captando,0.895,True
71000.050372/2024-19,Associacao de Danca Itanhaem - ADI,Breaking da Melhor Idade,2402689,Participação,Breakdance,08.899.190/0001-32,Itanhaém,SP,Sudeste,477784.96,0.0,477784.96,0.0,2024-09-20,2024-09-20,2026-09-09,2024,Captando,0.895,True
71000.042432/2024-11,Instituto Creser,EnvelheSer em Movimento - 2ª edição,2401684,Participação,Capoeira,45.740.794/0001-68,Erechim,RS,Sul,392754.1,0.0,392754.1,0.0,2024-08-23,2024-08-23,2026-08-12,2024,Captando,0.895,True
71000.042406/2024-93,Valkirias Instituto Paralimpico,Copa Nordeste de Basquete em Cadeira de Rodas,2401665,Participação,Basquete em cadeiras de rodas,49.035.608/0001-40,Patos de Minas,MG,Sudeste,379093.86,0.0,379093.86,0.0,2024-09-18,2024-09-18,2026-09-09,2024,Captando,0.895,True
71000.038737/2024-29,Confederacao Brasileira de Kickboxing,Camp de Treinamento - Seleção Brasileira,2401159,Participação,Kickboxing,00.217.651/0001-38,São Paulo,SP,Sudeste,390930.51,0.0,390930.51,0.0,2024-09-18,2024-09-18,2026-08-12,2024,Captando,0.895,True
71000.045557/2024-01,Movimento Pro-Tenis,Raquete e Ação – Movimento Pró-Tenis,2402326,Participação,Tênis,09.469.324/0001-48,São Carlos,SP,Sudeste,214469.0,0.0,214469.0,0.0,2024-08-28,2024-08-28,2026-08-12,2024,Captando,0.895,True
71000.041244/2024-76,Instituto DR. Miguel Soeiro,Viver Bem Fase III,2401416,Participação,Outros,33.834.682/0001-97,Sorocaba,SP,Sudeste,298702.04,0.0,298702.04,0.0,2024-08-28,2024-08-28,2026-08-12,2024,Captando,0.895,True
71000.035629/2024-02,Associacao Fábrica de Alquimia,AtivaMente,2401046,Participação,Outros/Capoeira/Outros,03.518.667/0001-79,Belo Horizonte,MG,Sudeste,955228.21,0.0,955228.21,0.0,2024-09-06,2024-09-06,2026-07-08,2024,Captando,0.895,True
71000.047693/2024-28,Associação Social Skate,Movimente-se,2402483,Participação,Outros/Corrida/Caminhada,14.479.095/0001-82,Poá,SP,Sudeste,317267.5,0.0,317267.5,0.0,2024-08-28,2024-08-28,2026-08-12,2024,Captando,0.895,True
71000.013876/2024-40,Fundação Cultural Niponica Brasileira,Sana E-Sports Experience,2400477,Participação,Outros,07.741.670/0001-08,Eusébio,CE,Nordeste,227538.87,0.0,227538.87,0.0,2024-09-11,2024-09-11,2026-08-12,2024,Captando,0.895,True
71000.036216/2024-37,Associação Mineira do Paradesporto,BH Paralímpica Ano III,2401060,Participação,Rugby em Cadeira de Rodas/Bocha Paraolímpico/Outros_x000D_,29.335.005/0001-57,Belo Horizonte,MG,Sudeste,598113.63,0.0,598113.63,0.0,2024-07-12,2024-07-12,2026-07-08,2024,Captando,0.895,True
71000.046782/2024-57,Associação dos Servidores da Polícia Federal no Estado de São Paulo-ANSEF/SP,ANSEF/SP nos Jogos Nacionais de Integração dos Servidores da Polícia Federal - JOIDS,2402434,Participação,Atletismo/Futebol/Tênis/Tênis de Mesa/Vôlei de quadra/Vôlei de praia/Natação/Outros,05.168.942/0001-05,São Paulo,SP,Sudeste,396000.79,0.0,396000.79,0.0,2024-08-16,2024-08-16,2026-08-12,2024,Captando,0.895,True
71000.038720/2024-71,Associacao Desportiva e Cultural de Chapadão do Sul,Saque esta Viagem,2401146,Participação,Vôlei de quadra,44.492.272/0001-21,Chapadão do Sul,MT,Centro-Oeste,488862.63,0.0,488862.63,0.0,2024-08-21,2024-08-21,2026-08-12,2024,Captando,0.895,True
71000.050361/2024-21,Associacao Judoistica do Rio Grande do Sul,Judô: O Caminho da Inclusão,2402682,Participação,Outros,31.471.541/0001-21,Porto Alegre,RS,Sul,153164.57,0.0,153164.57,0.0,2024-09-27,2024-09-27,2026-09-09,2024,Captando,0.895,True
71000.050945/2024-04,Instituto Meninas do ES,Campeãs do Futuro Ano 2.,2402716,Participação,Outros,12.139.974/0001-30,Serra,ES,Sudeste,408303.9,0.0,408303.9,0.0,2024-09-27,2024-09-27,2026-09-09,2024,Captando,0.895,True
71000.048639/2024-08,Associação dos Servidores da Polícia Federal no Estado do Rio de Janeiro,ANSEF/RJ nos Jogos Nacionais de Integração dos Servidores da Polícia Federal - JOIDS,2402555,Participação,tletismo/Futebol/Tênis/Tênis de Mesa/Vôlei de quadra/Vôlei de praia/Natação/Beach Soccer/Futsal/Futebol 7 Society/Outros_x000D_,04.047.747/0001-56,Rio de Janeiro,RJ,Sudeste,443264.64,0.0,443264.64,0.0,2024-08-20,2024-08-20,2026-08-12,2024,Captando,0.895,True
71000.038979/2024-12,Associacao Caldasnovense de Atletismo - ACAT,Corrrida Kids das águas quentes,2401175,Participação,Outros,08.548.393/0001-84,Caldas Novas,GO,Centro-Oeste,189315.5,0.0,189315.5,0.0,2024-08-21,2024-08-21,2026-08-12,2024,Captando,0.895,True
71000.052090/2024-48,Associacao de Equoterapia Anjos que Montam,Nas Selas da Inclusão,2402811,Participação,Outros,33.847.079/0001-40,Aimorés,MG,Sudeste,206724.0,0.0,206724.0,0.0,2024-10-09,2024-10-09,2026-09-09,2024,Captando,0.895,True
71000.045839/2024-09,Associacao Atlética banco do Brasil Rancharia SP,Esportes na AABB,2402353,Participação,Tênis,46.444.709/0001-87,Rancharia,SP,Sudeste,151108.34,0.0,151108.34,0.0,2024-09-04,2024-09-04,2026-08-12,2024,Captando,0.895,True
71000.034693/2024-68,União Esporte Clube,Atletas do Futuro,2400967,Participação,Futebol,22.936.223/0001-06,Parauapebas,PA,Norte,715967.58,0.0,715967.58,0.0,2024-07-12,2024-07-12,2026-07-08,2024,Captando,0.895,True
71000.046353/2024-80,Associação de Pais e Amigos dos Excepcionais de Bertolínia,APAE Esporte 2,2402410,Participação,Atletismo/Bocha Paraolímpico/Outros,23.518.434/0001-83,Bertolínia,PI,Nordeste,419705.15,0.0,419705.15,0.0,2024-09-04,2024-09-04,2026-08-12,2024,Captando,0.895,True
71000.036221/2024-40,Associação Mineira do Paradesporto,Minas Paradesporto Contagem Ano III,2401063,Participação,Outros,29.335.005/0001-57,Belo Horizonte,MG,Sudeste,505927.04,0.0,505927.04,0.0,2024-07-12,2024-07-12,2026-07-08,2024,Captando,0.895,True
71000.035340/2024-85,Instituto Olga Kos de Inclusão Cultural,Capoeira – Dança e Ginga,2401016,Participação,Capoeira,08.745.680/0001-84,São Paulo,SP,Sudeste,780509.36,0.0,780509.36,0.0,2024-07-17,2024-07-17,2026-07-08,2024,Captando,0.895,True
71000.045540/2024-46,Associação Educacional Esportiva e Cultural,Circuito de Corrida de Rua - ASSEDEC 2,2402312,Participação,Outros,09.410.570/0001-24,Mauá,SP,Sudeste,472220.0,0.0,472220.0,0.0,2024-09-04,2024-09-04,2026-08-12,2024,Captando,0.895,True
71000.038173/2024-24,Associação Petrolinense de Atletismo,APA`E Amor,2401128,Participação,Atletismo/Bocha/Outros_x000D_,08.156.463/0001-59,Petrolina,PE,Nordeste,658918.04,0.0,658918.04,0.0,2024-07-12,2024-07-12,2026-07-08,2024,Captando,0.895,True
71000.038974/2024-90,Federação de Futebol 7 do Estado do Maranhão,Campeonatos Maranhenses de Fut7,2401172,Participação,Futebol 7 Society,33.677.906/0001-02,Imperatriz,MA,Nordeste,377284.71,0.0,377284.71,0.0,2024-09-04,2024-09-04,2026-08-12,2024,Captando,0.895,True
71000.041611/2024-31,Instituto Paradesportivo do Amazonas,Jornada dos Campeões,2401526,Participação,Tênis de Mesa/Jiu Jitsu,40.518.641/0001-57,Manaus,AM,Norte,307370.66,0.0,307370.66,0.0,2024-09-04,2024-09-04,2026-08-12,2024,Captando,0.895,True
71000.045587/2024-18,Associacao Desportiva e Cultural Cobra,Futsal ADEC,2402343,Participação,Futsal,08.026.810/0001-29,Braço do Norte,SC,Sul,194949.02,0.0,194949.02,0.0,2024-09-04,2024-09-04,2026-08-12,2024,Captando,0.895,True
71000.046760/2024-97,Núcleo Metropolitano de Esportes e Cidadania,SUPERA RUN - Circuito de Corrida e Caminhada - II Etapa Ano II,2402421,Participação,Corrida/Caminhada,11.221.114/0001-88,São Vicente,SP,Sudeste,271165.0,0.0,271165.0,0.0,2024-09-06,2024-09-06,2026-08-12,2024,Captando,0.895,True
71000.047703/2024-25,Associacao de Corredores de Toledo,Prova 24 Horas Torao Takada,2402487,Participação,Corrida de Rua,11.489.430/0001-35,Toledo,PR,Sul,368054.85,0.0,368054.85,0.0,2024-08-30,2024-08-30,2026-08-12,2024,Captando,0.895,True
71000.045548/2024-11,Fundação Cultural Niponica Brasileira,Team Fighter Taekwondo,2402319,Participação,Outros,07.741.670/0001-08,Eusébio,CE,Nordeste,480828.8,0.0,480828.8,0.0,2024-09-11,2024-09-11,2026-08-12,2024,Captando,0.895,True
71000.018455/2024-13,Associacao Atletica Banco do Brasil,Acquação,2400618,Participação,Natação/Outros,07.412.885/0001-85,Brejo Santo,CE,Nordeste,141918.4,0.0,141918.4,0.0,2024-09-27,2024-09-27,2026-09-09,2024,Captando,0.895,True
71000.051855/2024-22,Confederação Brasileira de Pesca Esportiva,Campeonato de Pesca Esportiva em Aruanã/GO,2402802,Participação,Pesca,30.269.929/0001-81,Gravataí,RS,Sul,483623.0,0.0,483623.0,0.0,2024-09-27,2024-09-27,2026-09-09,2024,Captando,0.895,True
71000.038729/2024-82,Associação dos Guerreiros de Aço,2ª Maratoninha Kids Ecológica Aguea,2401152,Participação,Corrida de Rua/Corrida/Caminhada,19.592.920/0001-74,Senador Canedo,GO,Centro-Oeste,86603.96,0.0,86603.96,0.0,2024-08-21,2024-08-21,2026-08-12,2024,Captando,0.895,True
71000.044820/2024-37,Instituto Ramacrisna,Vida Ativa,2402229,Participação,Futebol 7 Society/Ginástica Aeróbica_x000D_,17.283.532/0001-86,Betim,SP,Sudeste,127821.9,0.0,127821.9,0.0,2024-08-16,2024-08-16,2026-08-12,2024,Captando,0.895,True
71000.045551/2024-26,Centro de Recuperação nova Esperança Cerene,Esporte na Recuperação,2402321,Participação,Outros,79.372.108/0001-65,Lapa,PR,Sul,61710.27,0.0,61710.27,0.0,2024-08-21,2024-08-21,2026-08-12,2024,Captando,0.895,True
