processo,proponente,nome_projeto,sli,manifestacao,modalidade_esportiva,cnpj,municipio,uf,regiao,valor_aprovado,valor_captado,saldo_disponivel,percentual_captado,data_publicacao,data_inicio_captacao,data_fim_captacao,ano_aprovacao,status,score_prioridade,is_real
71000.029752/2025-67,Associação Petrolinense de Atletismo,Circuito de Corrida Ultrapasse,2500330,Participação,Corrida de Rua,08.156.463/0001-59,Petrolina,PE,Nordeste,1908244.49,0.0,1908244.49,0.0,2025-07-23,2025-07-23,2027-07-10,2025,Captando,0.595,True
71000.056691/2025-19,Instituto Esporte e Educação,Ano IV Escola do IEE,2501288,Participação,Basquete/Futebol/Ginástica Artística/Handebol Indoor/Vôlei de quadra/Futsal/Outros_x000D_,04.381.220/0001-63,São Paulo,SP,Sudeste,2495406.56,0.0,2495406.56,0.0,2025-08-22,2025-08-22,2027-08-14,2025,Captando,0.595,True
71000.100420/2025-08,"Associação Latina de Desenvolvimento Esportivo, Cultural e Ambiental",Rompendo Barreiras,2505276,Participação,"Vôlei Sentado
Outros",07.517.922/0001-10,Rio de Janeiro,RJ,Sudeste,2377462.32,0.0,2377462.32,0.0,2026-03-30,2026-03-30,2028-03-12,2026,Captando,0.595,True
71000.055178/2025-01,Instituto Sempre Amigos,Só Quero Pedalar IX,2501234,Participação,Outros,14.743.642/0001-95,São Paulo,SP,Sudeste,2494484.0,0.0,2494484.0,0.0,2025-08-22,2025-08-22,2027-08-14,2025,Captando,0.595,True
71000.040073/2025-49,Associação Instituto do Sol,Mais Esporte,2500643,Participação,Futsal/Futebol 7 Society/Outros/Capoeira/Jiu Jitsu/Kung Fu,28.404.293/0001-91,Montes Claros,MG,Sudeste,1162600.0,0.0,1162600.0,0.0,2025-07-16,2025-07-16,2027-07-10,2025,Captando,0.595,True
71000.056618/2025-39,RBR Esportes e Cultura - Associação de Fomento de Atividades Esportivas e Culturais,Girl Power Run 12,2501261,Participação,Corrida de Rua,01.202.249/0001-42,São Paulo,SP,Sudeste,2499999.98,0.0,2499999.98,0.0,2025-08-27,2025-08-27,2027-08-14,2025,Captando,0.595,True
71000.056619/2025-83,RBR Esportes e Cultura - Associação de Fomento de Atividades Esportivas e Culturais,Girl Power Run 13,2501262,Participação,Corrida de Rua,01.202.249/0001-42,São Paulo,SP,Sudeste,2500000.0,0.0,2500000.0,0.0,2025-08-27,2025-08-27,2027-08-14,2025,Captando,0.595,True
71000.056620/2025-16,RBR Esportes e Cultura - Associação de Fomento de Atividades Esportivas e Culturais,Circuito das Estações Brasil 3,2501263,Participação,Corrida de Rua,01.202.249/0001-42,São Paulo,SP,Sudeste,2500000.0,0.0,2500000.0,0.0,2025-08-27,2025-08-27,2027-08-14,2025,Captando,0.595,True
71000.056621/2025-52,RBR Esportes e Cultura - Associação de Fomento de Atividades Esportivas e Culturais,Circuito de Corridas Brasileiro,2501264,Participação,Corrida de Rua,01.202.249/0001-42,São Paulo,SP,Sudeste,2499051.2,0.0,2499051.2,0.0,2025-08-27,2025-08-27,2027-08-14,2025,Captando,0.595,True
71000.056623/2025-41,RBR Esportes e Cultura - Associação de Fomento de Atividades Esportivas e Culturais,Energy Land 4,2501265,Participação,Corrida de Rua/Yoga/Outros_x000D_,01.202.249/0001-42,São Paulo,SP,Sudeste,2499983.6,0.0,2499983.6,0.0,2025-08-27,2025-08-27,2027-08-14,2025,Captando,0.595,True
71000.056624/2025-96,RBR Esportes e Cultura - Associação de Fomento de Atividades Esportivas e Culturais,Girl Power Run 14,2501266,Participação,Corrida de Rua,01.202.249/0001-42,São Paulo,SP,Sudeste,2499999.98,0.0,2499999.98,0.0,2025-08-27,2025-08-27,2027-08-14,2025,Captando,0.595,True
71000.090180/2025-18,Gondwana - Associação Cultural e Esportiva,A Bola Conecta - Programa Esportivo Transdisciplinar,2502750,Participação,Outros/Futsal/Beach Tênis,56.225.225/0001-09,São Paulo,SP,Sudeste,1606678.0,0.0,1606678.0,0.0,2025-12-24,2025-12-24,2027-11-13,2025,Captando,0.595,True
71000.100402/2025-18,Instituto ESAON,Esporte Saúde Total – Ano II,2503385,Participação,Corrida de Rua/Yoga/Outros_x000D_,12.300.465/0001-47,Rio de Janeiro,RJ,Sudeste,1615526.8,0.0,1615526.8,0.0,2025-12-19,2025-12-19,2027-12-11,2025,Captando,0.595,True
71000.084733/2025-01,Instituto Gol Girls,Meninas em Rede,2502359,Participação,Basquete/Boxe/Futebol/Vôlei de quadra/Futevôlei_x000D_,55.760.240/0001-86,Rio de Janeiro,RJ,Sudeste,1813788.5,0.0,1813788.5,0.0,2025-12-19,2025-12-19,2027-12-11,2025,Captando,0.595,True
71000.096241/2025-51,Instituto Gol Girls,Da COP à COPA - Meninas em Ação,2503265,Participação,Boxe/Futebol/Vôlei de quadra_x000D_,55.760.240/0001-86,Rio de Janeiro,RJ,Sudeste,1671016.8,0.0,1671016.8,0.0,2025-12-19,2025-12-19,2027-12-11,2025,Captando,0.595,True
71000.084711/2025-33,Instituto Imaginação,Movimento Vivacidade,2502348,Participação,Corrida de Rua,31.649.029/0001-22,Rio de Janeiro,RJ,Sudeste,1988332.0,0.0,1988332.0,0.0,2025-12-19,2025-12-19,2027-12-11,2025,Captando,0.595,True
71000.089300/2025-34,ONG Vivendo Esporte,De Bem com a Vida Ano 03,2502697,Participação,Vôlei de quadra/Jiu Jitsu,22.793.762/0001-25,Bento Gonçalves,RS,Sul,1497710.51,0.0,1497710.51,0.0,2025-12-19,2025-12-19,2027-12-11,2025,Captando,0.595,True
71000.095953/2025-52,Confederação Brasileira de Surf,Congresso Brasileiro de Surf,2503543,Participação,Shortboard/Outros_x000D_,02.995.720/0001-60,Florianópolis,SC,Sul,1597419.0,0.0,1597419.0,0.0,2026-01-09,2026-01-09,2027-12-23,2026,Captando,0.595,True
71000.086812/2025-49,Centro de Formação e Fomento ao Futebol Feminino,Curso de Treinador (a) de Futebol Feminino,2502547,Participação,Futebol,43.198.259/0001-00,Rio de Janeiro,RJ,Sudeste,1210397.49,0.0,1210397.49,0.0,2025-12-19,2025-12-19,2027-12-11,2025,Captando,0.595,True
71000.062031/2025-69,Associação Nacional de Desportos para Deficientes,Programa Nacional Paradesportivo – Ano IV,2501336,Participação,Bocha Paraolímpico/Outros_x000D_,29.992.716/0001-02,Rio de Janeiro,RJ,Sudeste,1882494.22,0.0,1882494.22,0.0,2025-08-27,2025-08-27,2027-08-14,2025,Captando,0.595,True
71000.048086/2025-66,Associação Socio Cultural de Teatro de Educação para a Saúde,Yoga para Todos,2501022,Participação,Yoga,05.935.957/0001-43,Rio de Janeiro,RJ,Sudeste,1177071.26,0.0,1177071.26,0.0,2025-08-27,2025-08-27,2027-08-14,2025,Captando,0.595,True
71000.047695/2025-06,Associação Pedala Brasil de Ciclismo - APBC,Pedala Green I ano VII,2500947,Participação,Outros,18.475.983/0001-88,Americana,SP,Sudeste,1170000.0,0.0,1170000.0,0.0,2025-08-29,2025-08-29,2027-08-14,2025,Captando,0.595,True
71000.047697/2025-97,Associação Pedala Brasil de Ciclismo - APBC,Pedala Green II ano VII,2500948,Participação,Outros,18.475.983/0001-88,Americana,SP,Sudeste,1170000.0,0.0,1170000.0,0.0,2025-08-29,2025-08-29,2027-08-14,2025,Captando,0.595,True
71000.047698/2025-31,Associação Pedala Brasil de Ciclismo - APBC,Pedala Green III ano VII,2500949,Participação,Outros,18.475.983/0001-88,Americana,SP,Sudeste,1170000.0,0.0,1170000.0,0.0,2025-08-29,2025-08-29,2027-08-14,2025,Captando,0.595,True
71000.052214/2025-76,Ação Concreta ONG Esportiva e Cultural,Superhumans 2,2501107,Participação,Corrida de Rua,05.780.423/0001-95,São Paulo,SP,Sudeste,2484579.5,0.0,2484579.5,0.0,2025-08-29,2025-08-29,2027-08-14,2025,Captando,0.595,True
71000.062280/2025-54,Associação de Taekwondo da Grande Vitoria,Força Feminina,2501388,Participação,Kiorugui,31.752.041/0001-68,Vitória,ES,Sudeste,1118244.76,0.0,1118244.76,0.0,2025-08-29,2025-08-29,2027-08-14,2025,Captando,0.595,True
71000.094910/2025-50,Sociedade Esportiva Praminas,Festival Yale Street Camp,2503129,Participação,Outros,01.291.997/0001-49,Pará de Minas,MG,Sudeste,1323736.86,0.0,1323736.86,0.0,,,2027-11-13,0,Captando,0.595,True
71000.029775/2025-71,Associação Bezerrense de Futsal,Circuito Nubank de Corrida​,2500345,Participação,Outros,05.012.555/0001-77,Bezerros,PE,Nordeste,2448000.0,0.0,2448000.0,0.0,2025-12-19,2025-12-19,2027-12-11,2025,Captando,0.595,True
71000.029774/2025-27,Associação Bezerrense de Futsal,Verão Esportivo,2500338,Participação,Vôlei de praia/Outros/Beach Soccer/Beach Handebol/Futevôlei_x000D_,05.012.555/0001-77,Bezerros,PE,Nordeste,2455393.1,0.0,2455393.1,0.0,2025-12-19,2025-12-19,2027-12-11,2025,Captando,0.595,True
71000.060751/2025-90,Empodera - Transformação Social Pelo Esporte,Raízes em Movimento - 3ª Edição,2501313,Participação,Outros,27.501.933/0001-19,Rio de Janeiro,RJ,Sudeste,1538919.0,0.0,1538919.0,0.0,2025-09-03,2025-09-03,2027-08-14,2025,Captando,0.595,True
71000.055148/2025-96,"IEPES - Instituto de Educação, Cultura, Pesquisa e Sustentabilidade da Amazonia",Correndo para Vida - Desenvolvendo Atitudes e Habilidades Comportamentais Através do Esporte,2501224,Participação,Corrida de Rua,47.103.139/0001-24,Manaus,AM,Norte,1347480.78,0.0,1347480.78,0.0,2025-09-03,2025-09-03,2027-08-14,2025,Captando,0.595,True
71000.054307/2025-35,Instituto Imaginação,CASE: Centro de Aperfeiçoamento e Sistematização de Entidades,2501154,Participação,Outros,31.649.029/0001-22,Rio de Janeiro,RJ,Sudeste,2330200.0,0.0,2330200.0,0.0,2025-09-03,2025-09-03,2027-08-14,2025,Captando,0.595,True
71000.062072/2025-55,Instituto Iserbem,Pedalar V,2501364,Participação,Outros,21.851.518/0001-09,Taubaté,SP,Sudeste,2500000.0,0.0,2500000.0,0.0,2025-09-03,2025-09-03,2027-08-14,2025,Captando,0.595,True
71000.062073/2025-08,Instituto Iserbem,Pedalar VI,2501366,Participação,Outros,21.851.518/0001-09,Taubaté,SP,Sudeste,2500000.0,0.0,2500000.0,0.0,2025-09-03,2025-09-03,2027-08-14,2025,Captando,0.595,True
71000.030859/2025-58,Instituto Vincere,Escolinha Liberty de Esports,2500365,Participação,Outros,12.102.370/0001-19,São Paulo,SP,Sudeste,1975140.36,0.0,1975140.36,0.0,2025-09-03,2025-09-03,2027-08-14,2025,Captando,0.595,True
71000.050881/2025-14,Instituto Para o Desenvolvimento do Esporte e da Cultura - IDEC,PID – Programa de Iniciação Desportiva,2501074,Participação,Badminton/Handebol Indoor/Vôlei de quadra/Futsal/Ginástica Aeróbica_x000D_,01.688.611/0001-37,Rio de Janeiro,RJ,Sudeste,2499989.94,0.0,2499989.94,0.0,2025-09-03,2025-09-03,2027-08-14,2025,Captando,0.595,True
71000.104997/2025-81,Associação Brasileira de Educação e Cultura - ABEC,Esporte para Todos - Ano 4 | São Paulo e Interior do Paraná,2504078,Participação,Atletismo/Badminton/Basquete/Futebol/Ginástica Artística/Handebol Indoor/Judô/Outros,60.982.352/0001-11,São Paulo,SP,Sudeste,1619065.7,0.0,1619065.7,0.0,2026-03-18,2026-03-18,2028-02-12,2026,Captando,0.595,True
71000.104996/2025-36,Associação Brasileira de Educação e Cultura - ABEC,Esporte para Todos - Ano 4 | Região Metropolitana de Curitiba e Santa Catarina,2504068,Participação,Atletismo/Basquete/Handebol Indoor/Judô/Tênis de Mesa/Futsal/Xadrez/Outros,60.982.352/0001-11,São Paulo,SP,Sudeste,1685739.1,0.0,1685739.1,0.0,2026-03-18,2026-03-18,2028-02-12,2026,Captando,0.595,True
71000.104989/2025-34,ABRACEO Associação Brasileira dos Organizadores de Corridas de Rua e Esportes Outdoor,ABRACEO Summit,2504053,Participação,Corrida de Rua/Outros,39.585.342/0001-56,São Paulo,SP,Sudeste,1060403.02,0.0,1060403.02,0.0,2026-03-18,2026-03-18,2028-02-12,2026,Captando,0.595,True
71000.104813/2025-82,Confederação Brasileira de Beach Tennis,Mais Beach Tennis para Todos,2505044,Participação,Beach Tênis,12.766.773/0001-62,Rio de Janeiro,RJ,Sudeste,1991790.11,0.0,1991790.11,0.0,2026-01-14,2026-01-14,2027-12-11,2026,Captando,0.595,True
71000.090240/2025-01,Grupo Espírita Batuira,TEA ND – GEB,2502765,Participação,Atletismo/Outros_x000D_,61.989.000/0001-50,São Paulo,SP,Sudeste,1090366.49,0.0,1090366.49,0.0,2026-01-14,2026-01-14,2027-12-23,2026,Captando,0.595,True
71000.100283/2025-01,Instituto Futebol de Rua São Paulo,CT - Aceleração em Rede Ano 3 - Mulheres,2503252,Participação,Futsal,48.549.229/0001-06,São Paulo,SP,Sudeste,2500000.0,0.0,2500000.0,0.0,,,2027-12-11,0,Captando,0.595,True
71000.079497/2025-01,ASPECOM,Corrida Equatorial - Parte 01,2502162,Participação,Outros,42.104.865/0001-48,Olinda,PE,Nordeste,2493961.0,0.0,2493961.0,0.0,2025-09-11,2025-09-11,2027-08-14,2025,Captando,0.595,True
71000.079496/2025-59,ASPECOM,Corrida Equatorial - Parte 02,2502163,Participação,Outros,42.104.865/0001-48,Olinda,PE,Nordeste,1225566.4,0.0,1225566.4,0.0,2025-09-11,2025-09-11,2027-08-14,2025,Captando,0.595,True
71000.043688/2025-27,IHN-Instituição do Homem Novo,Gol de Placa - Pavunense,2500728,Participação,Futebol,07.700.355/0001-32,Paraíba do Sul,RJ,Sudeste,1053032.0,0.0,1053032.0,0.0,2025-09-05,2025-09-05,2027-08-14,2025,Captando,0.595,True
71000.028407/2025-14,Associação Paraesporte,Paraesporte Brasil,2500295,Participação,Atletismo / Outros / Natação,42.769.920/0001-19,Campos dos Goytacazes,RJ,Sudeste,2489386.68,0.0,2489386.68,0.0,2025-09-11,2025-09-11,2027-07-10,2025,Captando,0.595,True
71000.035514/2025-91,Associação Pro Saúde Reviver do Rio,Taça dos Povos Indígenas 01,2500463,Participação,Futebol,10.541.664/0001-11,Rio de Janeiro,RJ,Sudeste,2100000.91,0.0,2100000.91,0.0,2025-09-11,2025-09-11,2027-07-10,2025,Captando,0.595,True
71000.056702/2025-52,Conexão Esportiva & Cultural,Corrida do Bem Eco 1,2501292,Participação,Corrida de Rua,50.392.683/0001-48,São Paulo,SP,Sudeste,2495000.0,0.0,2495000.0,0.0,2025-09-11,2025-09-11,2027-08-14,2025,Captando,0.595,True
71000.056703/2025-05,Conexão Esportiva & Cultural,Corrida do Bem Eco 2,2501293,Participação,Corrida de Rua,50.392.683/0001-48,São Paulo,SP,Sudeste,2496120.0,0.0,2496120.0,0.0,2025-09-11,2025-09-11,2027-08-14,2025,Captando,0.595,True
71000.056705/2025-96,Conexão Esportiva & Cultural,Circuito de Corridas Ecológicas 3,2501294,Participação,Corrida de Rua,50.392.683/0001-48,São Paulo,SP,Sudeste,2497712.0,0.0,2497712.0,0.0,2025-09-11,2025-09-11,2027-08-14,2025,Captando,0.595,True
71000.056710/2025-07,Conexão Esportiva & Cultural,Circuito de Corridas Ecológicas 4,2501296,Participação,Corrida de Rua,50.392.683/0001-48,São Paulo,SP,Sudeste,2499872.0,0.0,2499872.0,0.0,2025-09-11,2025-09-11,2027-08-14,2025,Captando,0.595,True
71000.062076/2025-33,Conexão Esportiva & Cultural,Circuito de Meias e Maratonas,2501368,Participação,Corrida de Rua,50.392.683/0001-48,São Paulo,SP,Sudeste,2499995.5,0.0,2499995.5,0.0,2025-09-11,2025-09-11,2027-08-14,2025,Captando,0.595,True
71000.052249/2025-13,Associação Encaminhando,Pedal Experience Mountain,2501114,Participação,Moutain Bike,07.119.301/0001-88,Rio de Janeiro,RJ,Sudeste,2434557.0,0.0,2434557.0,0.0,2025-09-11,2025-09-11,2027-08-14,2025,Captando,0.595,True
71000.047811/2025-89,Associação de Equoterapia Anjos que Montam,Nos Trilhos da Inclusão - 04 Estações,2500965,Participação,Outros,33.847.079/0001-40,Aimorés,MG,Sudeste,2137237.65,0.0,2137237.65,0.0,2025-09-11,2025-09-11,2027-08-14,2025,Captando,0.595,True
71000.025406/2025-18,Associação Desportiva Recreativa Cultural Mundo Melhor,Circuito Transformar de Corrida de Rua - Ano 5,2500174,Participação,Atletismo,11.848.522/0001-64,São Paulo,SP,Sudeste,2325240.0,0.0,2325240.0,0.0,2025-09-11,2025-09-11,2027-08-14,2025,Captando,0.595,True
71000.063085/2025-41,Central Única das Favelas do Rio de Janeiro,Taça das Favelas Brasil (Favelão),2501429,Participação,Futebol,06.052.228/0001-01,Rio de Janeiro,RJ,Sudeste,2444000.0,0.0,2444000.0,0.0,2025-09-19,2025-09-19,2027-09-15,2025,Captando,0.595,True
71000.085766/2025-61,Instituto Unimed Santa Catarina,Corridas Unimed Circuito Santa Catarina II,2502452,Participação,Corrida de Rua,11.407.122/0001-13,Joinville,SP,Sudeste,2120086.7,0.0,2120086.7,0.0,,,2027-12-11,0,Captando,0.595,True
71000.096529/2025-25,Instituto Impulsiona,JogaAção,2503208,Participação,Outros,53.381.079/0001-04,Rio de Janeiro,RJ,Sudeste,1377619.2,0.0,1377619.2,0.0,2026-01-14,2026-01-14,2027-12-23,2026,Captando,0.595,True
71000.100562/2025-67,Instituto Mude de Bem Estar Urbano,"Remo, Vento e Mar",2503522,Participação,Remo/Outros/Corrida/Culturismo e musculação/Yoga,32.534.086/0001-29,Rio de Janeiro,RJ,Sudeste,2134414.84,0.0,2134414.84,0.0,2026-01-14,2026-01-14,2027-12-23,2026,Captando,0.595,True
71000.086675/2025-42,Associação Encaminhando,Multi Esporte para Todos,2502792,Participação,Atletismo/Badminton/Basquete/Futebol/Luta Livre/Tênis de Mesa/Vôlei de quadra/Outros,07.119.301/0001-88,Rio de Janeiro,RJ,Sudeste,1623188.32,0.0,1623188.32,0.0,,,2027-11-13,0,Captando,0.595,True
71000.086667/2025-04,Associação Encaminhando,Futebol Total,2502513,Participação,Futebol,07.119.301/0001-88,Rio de Janeiro,RJ,Sudeste,1435802.32,0.0,1435802.32,0.0,,,2027-11-13,0,Captando,0.595,True
71000.094517/2025-66,"Confederação Brasileira de Culturismo, Musculação e Fitness",Academia para Todos,2503089,Participação,Ginástica Aeróbica/Outros/Culturismo e musculação,50.082.767/0001-85,Camaçari,BA,Nordeste,2499824.0,0.0,2499824.0,0.0,,,2027-12-11,0,Captando,0.595,True
71000.055166/2025-78,Escritório de Gerenciamento de Projetos do Brasil - EGP Brasil,Esporte é Vida,2501231,Participação,Outros,22.087.202/0001-55,Rio de Janeiro,RJ,Sudeste,1719470.55,0.0,1719470.55,0.0,2025-09-11,2025-09-11,2027-08-14,2025,Captando,0.595,True
71000.047825/2025-01,"Instituto de Educação, Esporte, Cultura e Artes Populares - IECAP","Circuito de Corridas Parques do Brasil em Movimento - Saúde, Esporte e Inclusão",2500980,Participação,Outros,04.319.160/0001-59,Brasília,DF,Centro-Oeste,1943575.0,0.0,1943575.0,0.0,2025-09-11,2025-09-11,2027-08-14,2025,Captando,0.595,True
71000.047821/2025-14,"Instituto de Educação, Esporte, Cultura e Artes Populares - IECAP",Cross Parques,2500971,Participação,Corrida de Aventura,04.319.160/0001-59,Brasília,DF,Centro-Oeste,1295641.6,0.0,1295641.6,0.0,2025-09-11,2025-09-11,2027-08-14,2025,Captando,0.595,True
71000.040074/2025-93,Associação Instituto do Sol,Esporte Ativo,2500648,Participação,Futebol 7 Society/Capoeira/Jiu Jitsu/Kung Fu/Muay Thai/Xadrez/Yoga/Outros_x000D_,28.404.293/0001-91,Montes Claros,MG,Sudeste,1274500.0,0.0,1274500.0,0.0,2025-07-16,2025-07-16,2027-07-10,2025,Captando,0.595,True
71000.040112/2025-16,Confederação Brasileira de Bodyboarding,CBRASB - De Norte ao Sul,2500662,Participação,Bodyboarding,17.846.706/0001-71,Rio de Janeiro,RJ,Sudeste,2499315.0,0.0,2499315.0,0.0,2025-07-16,2025-07-16,2027-07-10,2025,Captando,0.595,True
71000.100951/2025-92,Instituto Verdescola,1ª Corrida Solidária Verdescola,2503953,Participação,Corrida de Rua,07.707.869/0001-10,São Sebastião,SP,Sudeste,1007324.43,0.0,1007324.43,0.0,2026-04-09,2026-04-09,2028-03-27,2026,Captando,0.595,True
71000.100545/2025-20,Organização Não Governamental Nação Brasileira de Rua,Comunidade Ativa,2504492,Participação,"Basquete
/Futebol/Vôlei de praia/Futsal
/Ginástica Aeróbica
/Kickboxing",10.779.712/0001-04,Campos dos Goytacazes,RJ,Sudeste,1250149.99,0.0,1250149.99,0.0,2026-04-09,2026-04-09,2028-03-12,2026,Captando,0.595,True
71000.068978/2025-83,Instituto Paradesportivo do Amazonas,Campeões da Floresta,2501727,Participação,Outros/Jiu Jitsu_x000D_,40.518.641/0001-57,Manaus,AM,Norte,1122239.54,0.0,1122239.54,0.0,2025-09-24,2025-09-24,2027-09-15,2025,Captando,0.595,True
71000.069004/2025-17,Associação Petrolinense de Atletismo,Escolinhas de atletismo sem fronteiras- IV edição,2501734,Participação,Atletismo/Atletismo_x000D_,08.156.463/0001-59,Petrolina,PE,Nordeste,1239293.2,0.0,1239293.2,0.0,2025-09-24,2025-09-24,2027-09-15,2025,Captando,0.595,True
71000.072300/2025-03,Conexão Esportiva & Cultural,Circuito Acqua,2501741,Participação,Natação,50.392.683/0001-48,São Paulo,SP,Sudeste,2491897.02,0.0,2491897.02,0.0,2025-09-24,2025-09-24,2027-09-15,2025,Captando,0.595,True
71000.102827/2025-61,Associacao pro Correr de Incentivo ao Esporte,Circuito S Run 15k - Fase 1,2504681,Participação,Corrida,05.480.505/0001-14,Curitiba,PR,Sul,2166795.6,0.0,2166795.6,0.0,,,2027-11-13,0,Captando,0.595,True
71000.102829/2025-51,Associacao pro Correr de Incentivo ao Esporte,Circuito S Run 15k - Fase 2,2504710,Participação,Corrida de Rua,05.480.505/0001-14,Curitiba,PR,Sul,2166795.6,0.0,2166795.6,0.0,,,2027-11-13,0,Captando,0.595,True
71000.104807/2025-25,Confederação Brasileira de Beach Tennis,Mais Beach Tennis para Todos - Edição Salvador - BA,2505528,Participação,Beach Tênis,12.766.773/0001-62,Rio de Janeiro,RJ,Sudeste,1999248.6,0.0,1999248.6,0.0,2026-01-16,2026-01-16,2027-12-11,2026,Captando,0.595,True
71000.090283/2025-88,Instituto The Hardest Run,Corrida The Hardest Run,2502787,Participação,Corrida de Rua,35.043.283/0001-33,Curitiba,PR,Sul,1998946.0,0.0,1998946.0,0.0,2025-12-12,2025-12-12,2027-11-13,2025,Captando,0.595,True
71000.062006/2025-85,"De Peito Aberto Incentivo ao Esporte, Cultura e Lazer",AtivaMente - Ano II,2501324,Participação,Outros,07.952.460/0001-69,Belo Horizonte,MG,Sudeste,1710781.95,0.0,1710781.95,0.0,2025-09-29,2025-09-29,2027-09-15,2025,Captando,0.595,True
71000.066001/2025-21,Instituto Imaginação,E-Race,2501477,Participação,Outros,31.649.029/0001-22,Rio de Janeiro,RJ,Sudeste,2499999.84,0.0,2499999.84,0.0,2025-09-29,2025-09-29,2027-09-15,2025,Captando,0.595,True
71000.062922/2025-15,Instituto Fazer Acontecer,Rede IFA,2501397,Participação,Basquete/Futebol/Handebol Indoor/Outros_x000D_,05.923.642/0001-86,Salvador,BA,Nordeste,1398527.14,0.0,1398527.14,0.0,2025-10-03,2025-10-03,2027-09-15,2025,Captando,0.595,True
71000.063060/2025-48,Associacao de Pais e Amigos dos Excepcionais de Canaã dos Carajás,"Esporte sem Barreiras: Inclusão, Saúde e Superação em Canaã dos Carajás",2501418,Participação,Atletismo/Natação/Outros/Jiu Jitsu_x000D_,22.643.808/0001-20,Canaã dos Carajás,PA,Norte,1097991.28,0.0,1097991.28,0.0,2025-10-03,2025-10-03,2027-09-15,2025,Captando,0.595,True
71000.056725/2025-67,"Associação Fábrica de Saúde, Esporte e Cultura",Pedala Tour,2501303,Participação,Outros,08.696.599/0001-51,Paulínia,SP,Sudeste,2498305.0,0.0,2498305.0,0.0,2025-10-03,2025-10-03,2027-09-15,2025,Captando,0.595,True
71000.066014/2025-09,"Associacao Latina de Desenvolvimento Esportivo, Cultural e Ambiental",Esporte Paralímpico e Inclusão – Ano V,2501483,Participação,Bocha Paraolímpico/Goalball/Natação/Outros_x000D_,07.517.922/0001-10,Rio de Janeiro,RJ,Sudeste,2496479.54,0.0,2496479.54,0.0,2025-10-03,2025-10-03,2027-09-15,2025,Captando,0.595,True
71000.072648/2025-92,"Associacao Latina de Desenvolvimento Esportivo, Cultural e Ambiental",Atividades Físicas Adaptadas e Inclusão - AFAI ANO IV,2501778,Participação,Atletismo/Natação/Outros,07.517.922/0001-10,Rio de Janeiro,RJ,Sudeste,2215878.81,0.0,2215878.81,0.0,2025-10-03,2025-10-03,2027-09-15,2025,Captando,0.595,True
71000.072344/2025-25,Associação Somos Todos Um,Somos Todos Esporte - Pickleball,2501760,Participação,Outros,51.335.298/0001-21,Rio de Janeiro,RJ,Sudeste,1719427.66,0.0,1719427.66,0.0,2025-10-03,2025-10-03,2027-09-15,2025,Captando,0.595,True
71000.101852/2025-28,Federação de Voo Livre do Parana,Pontes da Diversidade,2504181,Participação,"Atletismo/Basquete em cadeiras de rodas
/Natação",41.797.562/0001-95,Vinhedo,SP,Sudeste,1639619.29,0.0,1639619.29,0.0,2026-03-04,2026-03-04,2028-02-12,2026,Captando,0.595,True
71000.097113/2025-24,Instituto Chuí de Esportes,Vida Ativa,2504684,Participação,"Basquete/Handebol Indoor
/Vôlei de quadra
/Vôlei de quadra
Não Olímpico Futebol Futsal",17.199.611/0001-03,Franca,SP,Sudeste,1101812.96,0.0,1101812.96,0.0,2026-03-04,2026-03-04,2028-02-12,2026,Captando,0.595,True
71000.060745/2025-32,"Instituto Incluir: Transformar, Democratizar & Humanizar",Brasil Diversidade Ano V,2501308,Participação,Bocha Paraolímpico/Vôlei Sentado_x000D_,31.037.402/0001-94,Rio de Janeiro,RJ,Sudeste,2303905.33,0.0,2303905.33,0.0,2025-09-29,2025-09-29,2027-08-14,2025,Captando,0.595,True
71000.054170/2025-19,NIX Diversidade e Economia Social,Diversidade no Esporte - Edição Futsal,2501146,Participação,Futsal,04.332.178/0001-90,São Paulo,SP,Sudeste,1007793.84,0.0,1007793.84,0.0,2025-09-29,2025-09-29,2027-08-14,2025,Captando,0.595,True
71000.104184/2025-91,Associação Mariliense de Esportes Inclusivos,Elo V - O esporte como ferramenta de inclusão social,2504941,Participação,Atletismo/Natação,05.560.548/0001-00,Marília,SP,Sudeste,1090489.75,0.0,1090489.75,0.0,,,2027-11-13,0,Captando,0.595,True
71000.094036/2025-51,Instituto VivaVôlei,VivaVôlei Região Norte Nordeste - Ano II,2502989,Participação,Vôlei de quadra,05.860.777/0001-40,Saquarema,RJ,Sudeste,2497782.52,0.0,2497782.52,0.0,2025-12-10,2025-12-10,2027-11-13,2025,Captando,0.595,True
71000.094040/2025-19,Instituto VivaVôlei,VivaVôlei Região Sudeste - Ano II,2502990,Participação,Vôlei de quadra,05.860.777/0001-40,Saquarema,RJ,Sudeste,2534539.69,0.0,2534539.69,0.0,2025-12-10,2025-12-10,2027-11-13,2025,Captando,0.595,True
71000.084755/2025-63,Sistema Brasileiro Pro Arte Saúde e Meio Ambiente,Festivais CO-League - Nordeste,2502376,Participação,Outros,12.425.391/0001-75,São José dos Campos,SP,Sudeste,1064239.24,0.0,1064239.24,0.0,2026-01-16,2026-01-16,2027-12-11,2026,Captando,0.595,True
